,Statement,Label,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,causet,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives_,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,assent,netspeak,nonflu,filler
7774,"When we passed (the stand your ground law), we said it portends horrific events when peoples lives were put into these situations.",0,8,5,3,0,2,1,0,0,2,0,1,1,1,1,0,5,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,2,0,0,0,0,3,1,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7775,The federal government has made investments in science and technology inventing the products that led to the creation of Google.,0,8,1,0,0,0,0,0,0,1,2,3,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7776,Weve seen more anti-womens choice bills introduced in the first half of this session than weve seen in the last three General Assemblies.,0,8,2,1,0,1,0,0,0,1,2,4,1,0,0,0,3,2,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
7777,"Says his administration put more border patrol agents on the U.S.-Mexico border than at any time in history, and the flow of undocumented workers across the border is actually lower than its been in 40 years.",0,17,2,1,0,0,0,1,0,1,3,8,2,1,1,0,3,4,4,0,0,2,1,0,1,0,0,1,1,0,0,0,1,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,8,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0
7778,"On Syria, alot of the allies signed on. At the last minute, Obama backed off.",1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7779,"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.",0,8,2,1,0,1,0,0,0,1,1,3,2,0,0,0,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7780,Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.,0,5,2,1,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
7781,"Barack Obama accepted $200,000 from executives and employees of oil companies.",0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7782,"In an interview with the Chicago TribunesEditorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to cut social services completely.",1,11,1,0,0,0,0,0,0,1,4,4,2,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7783,"Iowa, for good reason, for constitutional reasons, for reasons related to the Lord, should be the first caucus and primary.",1,9,0,0,0,0,0,0,0,0,2,4,2,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7784,The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.,0,8,0,0,0,0,0,0,0,0,0,5,2,0,1,0,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0
7785,Obamacare could cause 20 million people to lose their current coverage.,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7786,"Children are crossing the border because President Barack Obama said if you come, youre going to be able to stay, because were not going to enforce the law.",1,14,2,2,0,0,2,0,0,0,2,3,4,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,2,1,1,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7787,Says U.S. Rep. Tammy Baldwin is backing President Barack Obamas plan to pass a $1.5 trillion tax increase.,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7788,"Over the past decade, the big five oil companies --- BP, Chevron, ConocoPhillips, ExxonMobil and Shell -- made a total profit of nearly $1 trillion.",0,6,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7789,"When Mitt Romney was governor, the fact is that the average income for a family in Massachusetts went up by $5,500.",0,10,1,0,0,0,0,0,0,1,3,4,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,1,0,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0
7790,Twenty million Americans are out of work.,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7791,Net immigration from Mexico last year was zero. Fact-check me.,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7792,"The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.",0,9,1,0,0,0,0,0,0,1,2,5,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,3,1,4,0,3,1,2,0,0,2,0,0,0,0,0,0,0,0
7793,"A proposed revenue smart cap gives Floridians a voice, requiring a 60 percent vote by citizens in order to impose a new tax, fee, license, fine, charge or assessment.",1,7,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7794,"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.",1,14,0,0,0,0,0,0,0,0,2,9,0,1,2,0,3,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0,3,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0
7795,Fourteen million Americans mortgages are greater than the value of their homes.,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7796,The U.S. Postal Service doesnt run on your tax dollars. Its funded solely by stamps and postage.,0,5,1,1,0,0,1,0,0,0,0,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
7797,Cheney is disagreeing with President Bush's policy. President Bush stated repeatedly to international audiences and to the country that he wanted to close Guantanamo.,0,9,2,1,0,0,0,1,0,1,1,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7798,Barack Obama's nominee for 'regulatory czar' has advocated a 'Fairness Doctrine' for the Internet that would require links to opposing opinions.,0,8,1,0,0,0,0,0,0,1,2,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7799,"Weve created more than 850,000 jobs, more than all the other states combined.",0,4,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,4,4,0,0,3,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7800,There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.,0,6,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7801,A United Nations working group has adopted a proposed agenda to enable member nations to disarm civilians within their borders.,1,5,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
7802,Says she balanced a $10 billion budget shortfall without raising taxes.,1,3,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7803,"If 20 million illegals vote, you can kiss the Second Amendment goodbye.",1,3,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7804,Planned Parenthood has now (been) found to also illegally sell baby parts.,1,4,0,0,0,0,0,0,0,0,0,1,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7805,Anyone can die of a toothache.,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7806,Says Jim Frishe wanted to tax us for doing our taxes through an accountant.,0,6,2,2,0,2,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
7807,"When Republicans last controlled the presidency and Congress, the number of people on food stamps (and) the number of people in low-income housing went through the roof.",0,9,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
7808,"This year, the Austin City Council granted a small homestead property tax exemption of $5,000... applied equally to everyone. And we also granted an exemption for the elderly and the disabled members of the community.",1,13,1,1,0,1,0,0,0,0,6,4,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
7809,Perry pushed for a law that lets insurance companies raise homeowners rates without having to justify the increase.,1,8,2,1,0,1,0,0,0,1,2,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7810,Jason Carter backed three of Nathan Deals budgets but accuses the governor of underfunding education.,0,4,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7811,"Says President Obama was wrong about Muslims historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.",1,12,1,0,0,0,0,0,0,1,3,3,3,2,2,0,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7812,"As a congressman, Mark Neumann voted four times to increase our debt.",0,3,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7813,On oil drilling off Floridas coast,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7814,"If parents ""don't have health insurance that Senator Obama wants them to have (for their children), they will be fined.""",0,8,3,2,0,0,0,0,2,1,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7815,The projected revenue from the Mayweather/Pacquiao fight is larger than the annual GDP of 29 different countries.,1,6,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7816,Says sixty-two percent of small businesses over the last five years went under because they couldnt pay their health care bills.,1,7,1,1,0,0,0,0,1,0,1,3,1,0,1,1,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,3,0,0,1,1,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
7817,"Since (welfare reform) was signed into law, the number of families living in extreme poverty has more than doubled.",0,7,0,0,0,0,0,0,0,0,1,4,2,0,0,0,3,3,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
7818,"Theres a tax credit of $2,400 to bond [former inmates] that an employer would get for hiring a convicted felon. Theres a federal bonding program -- you can get $5,000 to $25,000 in federal money to hire a convicted felon. And theres federal grants for felons to set up their own small businesses.",1,19,2,1,0,0,1,0,0,1,5,9,3,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,8,0,3,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0
7819,Jesus was an undocumented immigrant.,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7820,On gay marriage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7821,"Ann Kuster supports the government takeover of healthcare, which robs Medicare of over $700 billion.",1,5,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7822,(The Opportunity Scholarship Act) would be funded directly from public school budgets. So it would absolutely take money out of the public school system to transfer to private and religious schools.,0,12,1,0,0,0,0,0,0,1,1,5,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,2,0,2,0,2,0,0,1,0,0,1,0,1,0,0,0
7823,"While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work, we dont have a super PAC, and quite frankly, we dont want one that spends millions to spew out lies and distortions.",0,19,5,4,0,2,0,2,0,1,2,5,4,0,3,2,6,3,0,0,1,0,3,2,1,0,1,0,4,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,8,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
7824,This (Ebola) is not as bad as SARSwas in 2003.,1,5,0,0,0,0,0,0,0,0,0,3,1,0,2,1,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7825,"A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.",1,5,2,2,0,0,2,0,0,0,0,1,2,0,1,1,4,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7826,Its four or five states where the number of insurance options have narrowed under the Affordable Care Act.,1,7,0,0,0,0,0,0,0,0,2,2,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
7827,"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent.",1,8,0,0,0,0,0,0,0,0,0,5,1,0,4,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7828,"The sequester wont consider whether were cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesnt make those distinctions.",0,12,4,0,0,0,0,0,0,4,1,1,4,0,2,2,7,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7829,Final election 2016 numbers: Trump won the popular vote.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7830,Says opponents of proposed Austin school district bonds say the districts debt load doubles with these new bonds.,0,4,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7831,Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.,1,6,1,1,0,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7832,Says a 1915 referendum on womens right to vote went down in New Jersey. And it took the Legislature to pass it.,0,8,1,0,0,0,0,0,0,1,2,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,3,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7833,Says U.S. House candidate Carlos Curbelo supported ending the Medicare guarantee.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7834,"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days after which it sat on the president's desk for three days, while he was away on vacation.""",1,15,3,1,0,0,0,1,0,2,2,7,1,1,1,0,3,3,1,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,9,0,6,3,1,0,0,2,0,0,0,0,0,0,0,0
7835,"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration.""",1,4,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7836,"In this country, we have a 25 percent dropout rate.",0,4,2,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7837,"In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs.",0,8,1,1,1,0,0,0,0,0,2,3,2,0,0,1,4,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7838,A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.,1,16,1,0,0,0,0,0,0,1,5,9,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
7839,"Every 20 seconds, a child dies because they lack access to clean water and sanitation.",0,5,1,1,0,0,0,0,1,0,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7840,"Fleeing Syria, a million children are now refugees.",0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7841,"Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up, she said. Thats actually cheap when you compare us to the rest of the country.",0,14,5,5,0,3,1,1,0,0,3,3,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
7842,Says his Patient OPTION Act is the only Republican plan that completely repeals Obamacare and it takes the federal bureaucrat out of decisions for you.,1,12,3,1,0,0,0,1,0,2,2,3,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7843,Says federal spending has increased 21 percent over the past three years.,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
7844,"If the government shuts down, all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available.",0,11,0,0,0,0,0,0,0,0,1,2,4,1,3,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
