,statement,label
6946,Obamacare is going to increase the divorce rate.,Fake
6947,"Many states without collective bargaining, such as Arizona, Nevada and North Carolina, have far larger budget deficits than many that do, including Ohio.",Not Fake
6948,Senator Menendez said he would spend our money wisely. But our annual national deficit climbed from $250 billion a year to $1.6 trillion on his watch.,Not Fake
6949,Says Madison Mayor Paul Soglins stated intent when proposing that city contractors disclose private political donations was to discourage contributions to organizations with which he disagrees.,Not Fake
6950,A Republican bill that would change John Doe criminal investigations is creating exceptions in the law for politicians.,Not Fake
6951,Says we allow more people into America legally than all other countries on the planet combined.,Fake
6952,"By the end of 2015, more than 1,300 people will have died on Georgia roads. One of out evey four fatalities resulted from drunken driving.",Not Fake
6953,Providence is one of the busiest fire departments for its relative size in the country.,Not Fake
6954,"We now have a pro-American president in France, which shows if you live long enough, anything can happen in this world.",Not Fake
6955,Says Chris Christie instituted an Internet sales tax.,Fake
6956,No federal official at any level is currently allowed to say Merry Christmas.,Fake
6957,"Obama ""refused to not only put his hand on his heart during the Pledge of Allegiance, but refused to say the pledge.""",Fake
6958,I started the whole year as a senior on the University of Illinois football team and led the team in interceptions and tackles from defensive back.,Fake
6959,People committed involuntarily for 72 hours under the Baker Act will get their guns back automatically and immediately upon discharge....and their commitment is never entered into a background check database.,Not Fake
6960,Says he never called teachers thugs and has said nothing but great things about them during the fight over his curbs on unions,Not Fake
6961,Nevada Republican Senate nominee Joe Heck voted to criminalize abortion for rape victims.,Not Fake
6962,"In Wisconsin, 98 percent of all small businesses will qualify for income-tax relief under my plan, freeing them to expand and create jobs.",Fake
6963,The Democratic Party is getting smaller and smaller and smaller.,Fake
6964,Says Hillary Clintons been very clear where she stands on trade.,Fake
6965,"Says to Hillary Clinton, You heard what I said about (the Trans-Pacific Partnership trade deal), and all of a sudden you were against it.",Fake
6966,On the status of illegal immigrants,Fake
6967,A new presidential helicopter is now going to cost as much as Air Force One.,Not Fake
6968,"Utah was the No. 1 job creator in this country during my years of service as governor, with a 5.9 percent increase in jobs.",Not Fake
6969,"An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.",Not Fake
6970,In 1993 the Republicans embraced a health platform that proudly features an individual mandate as its main component.,Not Fake
6971,(Jack Kingston) had more earmarks at one time than every member of the Georgia delegation put together.,Fake
6972,You see 34 people (are) murdered every single day by gunfire in America.,Not Fake
6973,"One of the most troubling aspects of the Rubio-Schumer Gang of Eight bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees, without mandating any background checks whatsoever.",Fake
6974,I stopped requesting earmarks in 2008.,Not Fake
6975,Says he supported the 1994 crime bill because there is a ban on assault weapons in that bill.,Not Fake
6976,Says Donald Trump bans disabled veterans from his high rise.,Fake
6977,Youre more likely to get struck by lightning in Texas thanfind in-person voter fraud.,Not Fake
6978,"Once again, a police officer has been killed with an illegal gun from Georgia a state that last year did the NRAs bidding and weakened its already lax gun laws.",Fake
6979,Georgia has one of the nations highest jet fuel taxes.,Not Fake
6980,On whether the federal government should set a minimum wage,Fake
6981,"In 2015 roughly 10,000 political arrests occurred in Cuba. That is five times as many as occurred in 2010, when there were only about 2,000.",Not Fake
6982,"Obama's proposed budget doubles the debt in five years, triples it in 10 years.",Not Fake
6983,"Of the states that have a lieutenant governor, many are currently discussing the need for such an obsolete office.",Fake
6984,"Since 2010, eight children in Georgia have died due to vehicular heatstroke.",Not Fake
6985,"Every day, 34 Americans are murdered with guns.",Not Fake
6986,"Says Bill Nelson sold agricultural land for home development, pocketing at least $1.4 million.",Fake
6987,Says John Kerry is the first secretary of state to rely primarily on a government account.,Not Fake
6988,U.S. troops are getting only 4 hours of Ebola training before deployment to Liberia.,Fake
6989,Says eight Americans died in a knife attack at a Minnesota mall.,Fake
6990,Says Paul Ryan wants to cut Pell Grant scholarships for nearly 10 million students.,Not Fake
6991,Says he has engaged in the political process only in the past decade.,Fake
6992,One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.,Not Fake
6993,"Says carpet bombing means bombing not a city, but the location of the troops, with embedded special forces to direct the air power.",Fake
6994,"The Brady Campaign has given me a 100 percent, not 99, 100 percent rating.",Not Fake
6995,"If the sequester hits, hundreds of thousands of Americans will lose access to primary care and preventive care like flu vaccinations and cancer screenings.",Not Fake
6996,"A little-known unit of the Department of Justice, the Community Relations Service, was deployed to Sanford, FL, following the Trayvon Martin shooting to help organize and manage rallies and protests against George Zimmerman.",Fake
6997,The CIA paid two psychologists $81 million to develop and run their torture program.,Not Fake
6998,[N]early one in three primary care doctors are forced to limit the number of Medicare patients they see.,Not Fake
6999,Says Marco Rubios proposed college affordability overhaul would specifically benefit for-profit colleges.,Fake
7000,"On Obama, ""The press warns the 'Taxman Cometh.'""",Fake
7001,Human trafficking is the third-biggest criminal enterprise in the world.,Not Fake
7002,On the Arizona immigration law.,Not Fake
7003,On offshore drilling.,Not Fake
7004,Every single strawberry that is served to Members of Congress will have passed through the rough hands of an undocumented immigrant.,Not Fake
7005,Too many tattoos on visible body parts keepsome applicants out of the military.,Not Fake
7006,A proposed bill in the Florida Legislature would authorize the public hoarding of cats by feral cat activists.,Not Fake
7007,You lie! (in response to President Obama saying health reform would not insure illegal immigrants.),Fake
7008,"Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.",Fake
7009,Tax increases could come into play as a result of the debt ceiling deal.,Not Fake
7010,My judicial nominees have waited three times longer to receive confirmation votes than those of my Republican predecessor.,Not Fake
7011,"Says President Barack Obama said that if he doesnt turn the economy around after three years in office, hell be a one-term president.",Not Fake
7012,President Barack Obama has weakened the respect for America abroad.,Fake
7013,The fact is it's not amnesty.,Not Fake
7014,"The average American family saw income rise $7,500 under Bill Clinton and decline $2,000 under George Bush.",Not Fake
7015,I was able to go and buy an automatic weapon Most people can go out and buy an automatic weapon.,Fake
7016,"After my first year as governor, I was one of the most unpopular governors, maybe the most unpopular governor in the country. ... It changed.",Not Fake
7017,"When Mitt Romney was governor, Massachusetts ranked 47th out of 50 states in job creation.",Not Fake
7018,"People (are) paying more in taxes than they will for food, housing and clothing combined.",Not Fake
7019,The Democrats plan to raise your tax rates to 70 or 80 percent.,Fake
7020,"A lot of the move to free the slaves ... did not come from the federal government. It came from a growing movement among the people, particularly people of faith.",Fake
7021,Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.,Fake
7022,$3 billion over the next five years will be taken out of our public schools and be put into vouchers.,Fake
7023,Says Hillary Clintons energy agenda will cost the U.S. economy over $5 trillion,Fake
7024,Republican state lawmakers are refusing to give the people of their own states their own tax dollars back in the form of (expanded) Medicaid.,Not Fake
7025,Says the D.C.citycouncilpasseda lawbanninglethalrat trapping.,Fake
7026,Roy Cooper wont say how he will pay for free college tuition.,Not Fake
7027,Says Fran DeWines made-from-scratch dinner rolls are a delicious favorite in a traditional Thanksgiving dinner.,Not Fake
7028,California has more kids in poverty ... than virtually any other state.,Not Fake
7029,"The Obama-GOP compromise raises taxes, it raises the death tax.",Fake
7030,Husbands rarely beat up their wives. Single women get beaten up more.,Not Fake
7031,Says Jeb Bush once held $1 million in family planning grants hostage until the programs receiving the money agreed not to discuss birth control at all.,Fake
7032,"The R.I. Turnpike and Bridge Authority was supposed to exist only until the bonds used to build the Newport Bridge were paid off through tolls. Once the bonds were paid, the Newport Bridge was to be transferred to the State of Rhode Island and become toll-free.",Not Fake
7033,"Over the last two years since President Obama has taken office, the federal government has added 200,000 new federal jobs.",Fake
7034,On unemployment rates: We have counties in Southwest Virginia that are well into double digits and some that are pushing 20 percent.,Fake
7035,Says Hillary Clinton took money from kings of Saudi Arabia and Morocco and Oman and Yemen.,Not Fake
7036,Says that President Obama said that Small Businesses Succeed Because of Government.,Fake
7037,The Republican governor who stood up and cut spending instead of raising taxes.,Not Fake
7038,Because of the Trans-Pacific Partnership weve got a country like Malaysia taking really serious efforts to crack down on human trafficking.,Not Fake
7039,"Kohls Department Stores in 2012 announced the creation of 3,000 new jobs.",Not Fake
7040,Says Ron Johnson supported a plan to cut benefits and raise the retirement age for Social Security.,Fake
7041,Mitt Romney says the next president doesn't need foreign policy experience.,Not Fake
7042,"The GOP health care plan ""would allow health insurance companies to continue engaging in unfair and discriminatory practices like denying coverage to people because of a pre-existing medical condition.""",Not Fake
7043,Says we brought crime rate down by 30 percent when he was mayor of Dallas.,Not Fake
7044,Says Floridas pension plan faces the same long-term funding problems as Social Security.,Not Fake
7045,"In K-12 education, our kids are scoring at the bottom of science and mathematics right now in the industrialized world -- at the bottom.",Fake
7046,"Says New Jerseys $1 billion horse racing industry employs 13,000 individuals and ensures the preservation of 176,000 acres of horse farmland.",Not Fake
7047,"Royalties foroil and other energy sources are the ""second-largest revenue source to the federal government after the IRS.""",Fake
7048,"The No. 2 owner of Fox News is Prince Alwaleed bin Talal, who said, A strong American Government is not good for us.",Fake
7049,Says the Congressional Budget Office said unemployment could top 9 percent in 2013,Fake
7050,"When NAFTA was passed, there was an acceleration of immigration from Mexico because people were in search of jobs.",Not Fake
7051,Sen. Sanders did vote five times against the Brady bill.,Not Fake
7052,"Under President George W. Bush, the U.S. spent $1.3 trillion on tax cuts for the wealthy and trillions each on a war and on Medicare drug benefits.",Not Fake
7053,"Says Bernie Sanders once said, Instead of removing the conditions that make people depressed, modern society gives them antidepressant drugs.",Fake
7054,I have never supported cap and trade.,Not Fake
7055,"The non-partisan Congressional Budget Office concluded ObamaCare will cost the U.S. more than 800,000 jobs.",Fake
7056,"There are prototype cars that get between 100 and 150 miles per gallon and ""we could have those cars in your garages in a couple of years.""",Fake
7057,"30,000 Arizonans may have no choice on Affordable Care Act coverage.",Not Fake
7058,"There are corporations in this nation, some of the biggest corporations in this nation, who do not pay taxes.",Not Fake
7059,"The United States has a supply of ""more than 100 years of natural gas.""",Not Fake
7060,Says Virginia House Republicans are sacrificing $5 million a day in U.S. funds by refusing to expand Medicaid.,Not Fake
7061,I represent the fourth-poorest (congressional) district in the nation.,Fake
7062,The federal health care law tells the American people precisely what type of coverage they have to have.,Not Fake
7063,Ohios lost more jobs in March than any other state in the nation.,Not Fake
7064,Says Patrick Murphy wrongly conveyed Rubios stance on abortion for women infected by Zika.,Fake
7065,Income inequality seems to be worst in cities run by Democrats.,Not Fake
7066,A recent drop in the unemployment rate is questionable because it was calculated over two days of the Thanksgiving week.,Fake
7067,The states that have raised the minimum wage (this year) have had faster job growth than the states that havent raised the minimum wage.,Not Fake
7068,"In his first TV interview as president, Obama said we should talk to Iran.",Not Fake
7069,I have never voted for a tax increase.,Fake
7070,"Says U.S. Reps. Phil Gingrey and Jack Kingston have even changed votes to what I voted, multiple times.",Fake
7071,"Hillary Clinton and Barack Obama want to raise taxes on dividends, a move that would crash the stock market.",Fake
7072,"(Environmentalists) said Were only going to stop coal mining above 2,000 feet. ... Well guess where all the coal in the state of Tennessee is? Above 2,000 feet.",Fake
7073,Proof of citizenship isnt necessary before you register to vote in Florida.,Fake
7074,Says Florida is one of a few or perhaps the only state that has a statewide review of local land use and zoning decisions.,Not Fake
7075,"Says that with President Obamas re-election, state and federal income tax rates for some taxpayers will rise to roughly 65 percent.",Fake
7076,My husband has not withheld a single document.,Not Fake
7077,Why was there no news coverage of this raid on the Arizona border? Seizure was just five days ago. Right on the Arizona border!,Fake
7078,Say Portland Public Schools central administration makes up less than 4 percent of the staff.,Not Fake
7079,Says Mitt Romney has changed his position on supporting the TARP program.,Fake
7080,"If President Barack Obama strikes a nuclear deal with Iran, the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.",Not Fake
7081,The St. Norbert College/Wisconsin Public Radio poll has been wrong in almost every election.,Fake
7082,"President Obama has no plan to reduce the deficit, let alone pay down the debt.",Fake
7083,Says electric utilities are trying to fool you into amending your state Constitution in a way that gives them the authority to shut down net metering.,Not Fake
7084,Wisconsins Government Accountability Board wanted to consider Mickey Mouse and Adolf Hitler as valid signatures on recall petitions.,Fake
7085,Theres just one piece of legislation that is now law with Sen. Ted Cruzsname on it.,Not Fake
7086,An effort to repeal voting-reform legislation would be the first time in Ohio history where a bill has been passed to stop a referendum.,Not Fake
7087,They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).,Fake
7088,FACT: Repealing Obamacare would be easier than repealing Prohibition.,Not Fake
7089,The majority of Americans now doubt that our children will have a better future.,Not Fake
7090,"McCain ""said no to higher fuel-efficiency standards for cars.""",Fake
7091,The Constitution doesnt allow the governor to not-spend appropriations funds.,Not Fake
7092,One third of all federal prisoners today are illegal immigrants.,Fake
7093,"Says under the Senate immigration bill, newly legalized immigrants will pay every tax possible, but you dont get a single benefit for 10 years.",Not Fake
7094,"Each Georgia taxpayer would have to send $5,000 to the treasury to cover the states debt.",Fake
7095,"Says Mitt Romney wrote that if Social Security was done in the private sector, it would be called criminal.",Fake
7096,A record number of Hispanics were elected to the U.S House of Representatives...,Not Fake
7097,Theyve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.,Not Fake
7098,Says its not true that Florida black bears are an apex predator.,Not Fake
7099,A state bill would end a longstanding requirement that local governments repair highways and sidewalks -- and block injured citizens from suing over neglected maintenance.,Fake
7100,Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.,Not Fake
7101,Says as secretary of state she was reserving judgment about the Trans-Pacific Partnership and hoped it would be the gold standard.,Not Fake
7102,"An Iowa policy ""provides for a state round up of Iowa citizens who might be exposed to the swine flu virus.""",Fake
7103,Says U.S. Sen. Bill Nelson voted with the Democrats in Congress nearly 95 percent of the time.,Not Fake
7104,Says proposed teacher contract would layer on more restrictive rules.,Not Fake
7105,"Weve got 40 years of study now that show that, with a good preschool start, youre less likely to be on public dole, youre less likely to be in prison.",Not Fake
7106,"Richard Hayne, president and CEO of Urban Outfitters (is) a supporter of Rick Santorum and donated over $13,000 to him.",Not Fake
7107,Congress as a whole is less popular than its been since polling was invented.,Not Fake
7108,Says Donald Trump says he has foreign policy experience because he ran the Miss Universe pageant in Russia.,Not Fake
7109,Says Scott Walker gave $6 million in tax breaks to a corporation and told them that they can keep that money even if they lay off half their workforce.,Not Fake
7110,Halliburton defrauded American taxpayers of hundreds of millions of dollars in Iraq.,Not Fake
7111,Abortionists have reduced our black population by more than 25 percent since 1973.,Fake
7112,"Weve had 11,000 attempts to amend the Constitution since 1789.",Not Fake
7113,Democrat Russ Feingold announced his Wisconsin Senate run today fromCalifornia.,Fake
7114,Inspections of abortion centers around Virginia have found multiple violations of parental consent laws but Gov. Terry McAuliffe and his administration have done nothing.,Fake
7115,Says gubernatorial recall candidate Tom Barrett supported passage of Gov. Scott Walkers bill stripping collective bargaining of state employees.,Fake
7116,Says some in Congress are trying to create a separate government for those with a drop of Native Hawaiian blood.,Not Fake
7117,Says he opposed the presidents decision to go into Iraq in 2003.,Fake
7118,The Federal Reserve system has presided over about a 95... percent decline in the U.S. dollar.,Fake
7119,"Numbers on illegal immigrants ""are down in terms of apprehensions, which indicates fewer illegal crossings, but also up in terms of actual enforcement actions.""",Not Fake
7120,Says Gov. Scott Walker hasnt done a public event this entire year.,Fake
7121,"Obama ""wants a windfall profits tax on oil to go along with the new taxes he also plans for coal and natural gas.""",Not Fake
7122,"If you will go look up the definition of act of God, weve used it in legal terms for a long time in this state.",Not Fake
7123,Monarch butterflies are becoming extinct because of increased use of crops genetically modified to withstand pesticides.,Not Fake
7124,President Obama gave Egypts Muslim Brotherhood one and a half billion dollars.,Fake
7125,Says Donald Trump promised to take care of everybody (through government-run healthcare and) the governments going to pay for it.,Fake
7126,"Says professional football coach Rex Ryan won championships in New York.The AFC, I think, twice.",Fake
7127,Says Hillary Clinton wants sanctuary cities.,Not Fake
7128,"Health reform eliminates co-pays, deductibles, and other costs for preventative care and provides for free annual wellness checkups starting next year.",Not Fake
7129,"Says according to the FBI, more people are killed each year with hammers and clubs than rifles.",Not Fake
7130,"Says Rick Scott cut education by $1.3 billion in his first year, then in his second year he decreases funding by $300 million to our state universities.",Not Fake
7131,"Trade deals are negotiated in secret and, unlike corporate interests,politicians never invite the leaders of the AFL-CIO or steelworkers or the mine workers to come in and sit down in these meetings.",Not Fake
7132,"Regarding the USA Freedom Act, There is nothing we are allowed to do under this bill that we could not do before.",Not Fake
7133,"Our law enforcement agencies have found bodies in the desert, either buried or just lying out there, that have been beheaded.",Fake
7134,Says he took down the mob in Northeast Ohio,Fake
7135,The state of New York is the worst in the nation in economic recovery.,Fake
7136,Says he invested over $100 million in worker training.,Not Fake
7137,"Says Rep. Bruce Braley, D-Iowa, skipped an important VA reform hearing to attend three fundraisers.",Fake
7138,"Says CIA Director George Tenet told the Bush administration that the Sept. 11, 2001, terrorist attack was coming. So they did have advanced notice.",Fake
7139,Says Hillary Clinton doesnt believe in your right to keep a gun at home for self-defense.,Fake
7140,"Says Jennifer Horn, chairwoman of the N.H. Republican Party, owes $92,000 in back taxes.",Not Fake
7141,"The median net worth of American households hasnt changed much over the past decades, its about $20,000 ... but Congress average median net worth has ballooned, more than doubled.",Not Fake
7142,Scott Fisher tried to expand Obamacare in Texas and even voted for an official resolution to force 1 million Texans into Obamacare.,Fake
7143,Saudi Arabia has the third-largest military budget in the entire world.,Not Fake
7144,"In April 2009 the Democrats were in control, and the congressional (approval) rating was 40 percent.",Not Fake
7145,Barack Obamas health care bill is nothing new. Mitt Romney signed one just like it four years before.,Not Fake
7146,Says that hes responsible for Austinincluding Anderson Mill Road in the citys proposed transportation bond package.,Fake
7147,Says the Department of Defense changed its definitions of al-Qaeda and the Taliban making it so almost anybody can be loosely associated with the groups.,Fake
7148,Art Robinson says Social Security should be ended through attrition.,Not Fake
7149,Tide gauges measuring sea level in Rhode Island since 1930 have risen maybe about 10 inches since that time.,Not Fake
7150,"Unlike Benghazi, there were no investigations of the 1983 Beirut barracks bombing, none about key aspects of the 9/11 attacks and the Iraq War, and none about embassy attacks under George W. Bush.",Fake
7151,$360 million of our tax dollars went straight to ... the Taliban.,Not Fake
7152,"On whether he supports 'Don't Ask, Don't Tell.'",Fake
7153,A Census Bureau worker says he was told to skew information to bring the unemployment rate down as we headed into an election season.,Fake
7154,"Says that in polls about 2016 candidate leadership skills, he comes out two and three and four times higher than anybody else.",Not Fake
7155,The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.,Not Fake
7156,"When I started in Ohio it was terrible. Now, were getting bipartisan support for our bills. And thats called leadership.",Not Fake
7157,Says Gov. Chris Christies decision to close the Elizabeth MVC saved no money.,Fake
7158,Sixty percent of New Jersey doctors do not accept Medicaid patients.,Not Fake
7159,"As a Congressman, J.D. Hayworth was an avid earmarker who supported such pork as $220,000 to renovate a Maine Blueberry farm and $5.8 million for a Vermont snowmobile trail.",Not Fake
7160,Says cities save an estimated $38 in dental costs for every $1 invested in fluoridation.,Not Fake
7161,"At least Obama didn't marry his cousin, as Giuliani did.",Not Fake
7162,"Gov. (Rick) Perry helped balance his budget with about $6 billion worth of federal help, which he happily took, and then started blaming the members of Congress who had offered that help.",Not Fake
7163,President Obama came to Ohio 12 times to try to defeat me and guess what? He didnt win.,Fake
7164,On suspending system development charges for two years.,Not Fake
7165,"Of all the jobs President Obama claims to have created since he started, only 38.5 percent are women. So 61.5 percent have gone to men.",Not Fake
7166,If you look up the dictionary definition of happiness at the time of our founders happiness was not doing what you want to do but doing what you ought to do.,Fake
7167,"Amendment 2 on medical marijuana won a higher percentage of the vote than the last six Florida governors, including Jeb Bushs 2002 landslide.",Not Fake
7168,Health care is the greatest contribution to spending increases in the state budget.,Not Fake
7169,"The Buffett rule raises virtually no money, maybe a day and a half of our borrowing per year.",Not Fake
7170,Georgias U.S. senators voted for legislation that would gut clean air protections and increase oil dependence.,Not Fake
7171,Romneycare was model for Obamacare.,Not Fake
7172,"The Providence Economic Development Partnership . . .which you [Cicilline] chaired, loaned $103,000 in taxpayer funds to one of your campaign workers. The worker never paid back the loan.",Not Fake
7173,No doctors who went to an American medical school will be accepting Obamacare.,Fake
7174,The $290 million structural surplus in the 2011-13 Wisconsin budget is not real because it is based on the assumption that Congress will reinstate the estate tax.,Fake
7175,Dan Patrick changed his name from Danny Goeb to hide from his debts.,Fake
7176,"Were paying out-of-state residential facilities hundreds of thousands of dollars, if not more, to house children in state custody",Not Fake
7177,The per-pupil cost in the [Blackstone Valley Prep] Mayoral Academy far outweighs the per-pupil cost in Cumberland public schools.,Fake
7178,"Before April 22, we have restored the rights of more than 18,000 individuals, which is more than the past seven governors combined in their four-year terms.",Not Fake
7179,The federal Hate Crimes Prevention Act bill would create special protection for pedophiles.,Fake
7180,Says Wisconsin Supreme Court candidate JoAnne Kloppenburg put an 80-year-old farmer in jail for refusing to plant native vegetation on his farm.,Fake
7181,"In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.",Not Fake
7182,Superdelegates have never been a determining factor in who our nominee is since theyve been in place since 1984.,Not Fake
7183,Says the Republican state convention is actually larger than the Republican National Convention.,Not Fake
7184,"In his book, (Ken) Cuccinelli questions whether Medicare and Social Security should exist.",Fake
7185,There are 500 million Internet users and 80 million bloggers who are driving discussions in China. So youve got a lot of people voicing frustration and discontent.,Not Fake
7186,My son had to resign his job because of federal regulations that Washington has put on us.,Not Fake
7187,"The Senate health care bill ""would leave 24 million people without insurance coverage.""",Not Fake
7188,More Americans receive food aid than work in (the) private sector.,Fake
7189,"Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half.",Not Fake
7190,Some of our states educational administrators joined the feds in seeking to mandate Arabic classes for Texas children.,Fake
7191,Says Land Commissioner Jerry Patterson threatened to shoot him.,Fake
7192,"Between 1980 and 2010, water usage in Georgia dropped even as the states population grew.",Not Fake
7193,"The General Assembly has no explicit constitutional authority to impose income, sales, estate and the myriad of other taxes upon us.",Not Fake
7194,"Inside the stimulus package is anti-Christian legislation that will stop churches from using public schools for meeting on Sundays, as well as Boy Scouts and student Bible study groups.",Fake
7195,A Wisconsin bill to limit use of food stamps for junk food would also prevent -- or limit -- the extent to which food stamps could be used for organic foods.,Not Fake
7196,Were losing thousands of (veterans) waiting on line because they cant get speedy health care from the Veterans Administration.,Not Fake
7197,The newly proposed House Republican budget abolishes Medicare within 10 years.,Fake
7198,Says George LeMieux falsely attacked Marco Rubio.,Not Fake
7199,There are fewer people crossing (the southwest) border than in the last 30 years.,Not Fake
7200,Health insurance costs for Floridians are up 30 percent or more.,Fake
7201,Says Lamar Smith sponsored the bill that funded Obamacare.,Fake
7202,On responding to chemical weapon use in Syria,Not Fake
7203,The LGBT community is more often the victims of hate crimes than any other recognized group.,Not Fake
7204,Obama has maintained a friendship with a now convicted felon.,Not Fake
7205,Says Mitt Romneys carried interest income was a tax trick.,Fake
7206,"Since ObamaCare and the stimulus passed, the unemployment rate in the U.S. has increased.",Fake
7207,"In 2011, there were more than 28,000 new Tennessee jobs created and over $4 billion in capital investment. Our Jobs4TN plan is working.",Not Fake
7208,Each day our nation pays communist China $73.9 million in interest on our debt.,Not Fake
7209,Sen. Jim Webb persists on negating Sen. Mark Warners votes,Fake
7210,Rhode Island has a very generous unemployment compensation rate compared to most other states.,Not Fake
7211,"Says she called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight early on in the financial crisis.",Not Fake
7212,There is a constitutional issue that affects the paychecks of members of Congress during a shutdown.,Not Fake
7213,No one in the private sector gets unlimited accruals of vacation and sick leave.,Not Fake
7214,Says Obama has flip-flopped on public campaign financing.,Not Fake
7215,Back door gun control is in full effect in the United States due to Obamas Environmental Protection Agency.,Fake
7216,"The Obama administration originally wanted 10,000 troops to remain in Iraq -- not combat troops, but military advisers, special operations forces, to watch the counterterrorism effort.",Not Fake
7217,ICE just endorsed me.,Fake
7218,Tax increases under Michigan Gov. Jennifer Granholm led to state unemployment going from 6.8 percent to 15.3 percent.,Fake
7219,Ronald Reagans signature on the 1986 amnesty act gave Barack Obama about 15 million additional Hispanic votes in 2012.,Fake
7220,Nevada lawmakers permanently cut taxes for over 95 percent of Nevadas businesses.,Fake
7221,Says Texas U.S. Rep. Pete Sessions said the GOPs goal is to go back to the same exact policies that were in place before this president took office... policies that crashed the economy.,Fake
7222,Says Donald Trump said the government is going to pay for everybody to have health care.,Fake
7223,Says 11 states have more people on welfare than employed.,Fake
7224,"Says former Federal Reserve Chairman Alan Greenspan said that if the workers are more insecure, thats very healthy for the society because theyll serve the masters gladly and passively.",Fake
7225,On the economic stimulus.,Not Fake
7226,Neighborhoods have become more violentunder President Barack Obamas watch.,Fake
7227,Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.,Fake
7228,"Barack Obama's health care plan ""would leave 15-million Americans out.""",Not Fake
7229,Our high school graduation rate is the highest on record.,Not Fake
7230,"Say Ohio Reps. Marcia Fudge, Marcy Kaptur and Dennis Kucinich are socialists who are openly serving in the U.S. Congress.",Fake
7231,Were not engaged in nation-building in Afghanistan.,Not Fake
7232,"Says the Defense Department shrink-wrapped $10.8 billion in American money, loaded it on 175 pallets and put it on a transport plane to Iraq where they passed out $100 bills and no one has any receipts.",Fake
7233,Says he stood up to his own party by voting against the budget to stop runaway government spending.,Fake
7234,Democrats very much are in the pocket of the NRA.,Fake
7235,"Floridas proposed amendment for medical marijuana would allow people who alleged minor ailments such as muscle spasms, neck pain, back pain and even menstrual cramps (to qualify) for government-sanctioned pot-smoking.",Not Fake
7236,Some doctors say Ebola can be transmitted through the air by a sneeze or some cough.,Fake
7237,"We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.",Not Fake
7238,On support for Ronald Reagans policies,Fake
7239,"Says Supreme Court nominee Merrick Garlandvoted, so the folks know, in Washington, D.C., to keep guns away from private citizens.",Fake
7240,"Forty years ago, hardly anybody in the country had health insurance.",Fake
7241,Supreme Court 15 times over the last 120 years has said marriage is a fundamental right and never said it had to be between a man and a woman.,Not Fake
7242,Says Alex Sink supported more taxes on water and TV.,Not Fake
7243,Im self-funding my own campaign.,Not Fake
7244,"For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.",Fake
7245,More Americans have lost their jobs under Barack Obama than any president in modern history.,Fake
7246,"Says the money is in the budget to give a tax break to everyone, including people making more than $1 million.",Fake
7247,Says 2012 was the first year in American history that more minorities are being born than people in the majority.,Not Fake
7248,On the status of illegal immigrants,Not Fake
7249,Its going to be harder to vote in Virginia than it is now to buy a gun...,Not Fake
7250,Says Dan Patrick has called immigration into Texas an invasion and said immigrants coming into Texas bring third-world diseases.,Not Fake
7251,Harry Reid voted to use taxpayer dollars to pay for Viagra for convicted child molesters and sex offenders.,Fake
7252,"The average time someone used to hold a share of stock back in the 60s was eight years. Now, the average time is four months.",Not Fake
7253,"Since 1904, the Ohio victor has won the presidency 25 out of 27 times",Not Fake
7254,"Under Obamacare, members of Congress are required to purchase their health insurance from the new exchanges.",Not Fake
7255,25% of human trafficking victims are located in Texas.,Fake
7256,"While fat-cat bureaucrats at the Department of Education are getting paid an average salary of $102,000 a year, teachers in Georgia are getting paid half of that.",Not Fake
7257,Says Chris Christie was behind in the polls against Jon Corzine during the 2009 governors race.,Fake
7258,Says Donald Trump spent the least amount of money of any of the competitive primary contenders that he beat so badly.,Not Fake
7259,A Houston school district analysis found that the (State Board of Education) more than quadrupled the number of historical figures students must learn about.,Not Fake
7260,"Floridas high school graduation rates continue to increase at the fastest rate in the nation, with Florida leading the nation in the rate of Hispanic graduates.",Not Fake
7261,Says his plan to raise car registration to $56 would still leave Virginia with a fee thats equal to or lower than most states.,Fake
7262,We spend half a trillion dollars a year in tax preparation.,Fake
