statement,label,num_-,num_?,num_!,num_%,num_;,num_:,"num_""",num_(,num_$,"num_,",num_.,count_char,count_word,count_sent,count_char_per_word,count_unique,count_uppercase,count_month,sentiment_score,count_function,count_pronoun,count_ppron,count_i,count_we,count_you,count_shehe,count_they,count_ipron,count_article,count_prep,count_auxverb,count_adverb,count_conj,count_negate,count_verb,count_adj,count_compare,count_interrog,count_number,count_quant,count_affect,count_posemo,count_negemo,count_anx,count_anger,count_sad,count_social,count_family,count_friend,count_female,count_male,count_cogproc,count_insight,count_cause,count_discrep,count_tentat,count_certain,count_differ,count_percept,count_see,count_hear,count_feel,count_bio,count_body,count_health,count_sexual,count_ingest,count_drives,count_affiliation,count_achieve,count_power,count_reward,count_risk,count_focuspast,count_focuspresent,count_focusfuture,count_relativ,count_motion,count_space,count_time,count_work,count_leisure,count_home,count_money,count_relig,count_death,count_informal,count_swear,count_netspeak,count_assent,count_nonflu,count_filler
Since 2004 more than 2000 suspected terrorists have legally purchased weapons in the United States,0.75,0,0,0,0,0,0,0,0,0,2,1,84,15,1,5.6,15,3,0,0.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
If we keep the minimum wage at the current level then singleparent families earning the minimum wage at a fulltime job will live in poverty in New Jersey,1.0,2,0,0,0,0,0,0,0,0,1,1,126,28,1,4.5,17,3,0,0.0909090909090909,0,0,0,0,1,0,0,3,0,1,0,1,1,0,3,0,1,1,2,0,1,1,0,0,1,1,1,1,1,0,1,1,0,2,1,0,3,3,0,0,0,1,0,0,0,1,1,2,0,3,1,1,1,0,1,0,0,3,0,1,0,0,0,0,0,0,3,3,2,1,1,0,0
We are living with a legacy of deficitspending that began almost a decade ago,0.5,1,0,0,0,0,0,0,0,0,0,1,64,14,1,4.571428571428571,12,1,0,0.0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,2,3,0,0,2,2,0,0,2,2,2,2,2,0,2,2,0,0,2,0,2,2,0,0,0,2,0,0,0,2,2,0,0,2,2,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0
The presidents first major foreign policy speech in Cairo was to apologize for our country,0.0,0,0,0,0,0,0,0,0,0,0,1,76,15,1,5.066666666666666,15,2,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Twothirds of our economy is a consumer economy,1.0,1,0,0,0,0,0,0,0,0,0,1,39,8,1,4.875,6,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0
The Milwaukee Bucks are actually younger than the Marquette team,0.0,0,0,0,0,0,0,0,0,0,0,1,55,10,1,5.5,10,4,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Says Connie Mack failed to pay his child support,0.0,0,0,0,0,0,0,0,0,0,0,1,40,9,1,4.444444444444445,9,3,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Now remember property taxes went up 70 percent in the 10 years before I became governor,0.75,0,0,0,0,0,0,0,0,0,1,1,72,16,1,4.5,16,2,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says David Jolly lobbied on a plan by Rep Paul Ryan that would turn Medicare into a voucher program,0.5,0,0,0,0,0,0,0,0,0,0,2,81,19,1,4.2631578947368425,17,7,0,0.0,1,1,1,0,0,0,0,0,1,2,0,2,2,1,2,0,2,2,0,0,2,2,0,0,2,2,2,2,2,0,2,2,0,0,2,0,2,2,0,0,0,2,0,0,0,2,2,0,0,3,2,0,2,0,2,0,0,2,1,2,0,0,0,0,1,0,2,2,2,2,2,1,0
NATO hasnt provided enough troops in Afghanistan because they are still angry about us going into Iraq,1.0,0,0,0,0,0,0,0,1,0,0,1,86,17,1,5.0588235294117645,17,6,0,-0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says Donald Trump doesnt believe in equal pay,0.5,0,0,0,0,0,0,0,0,0,0,1,38,8,1,4.75,8,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says our unemployment insurance trust fund is broke Were over a billion dollars in debt to the federal government,1.0,0,0,0,0,0,0,0,0,0,0,2,95,19,1,5.0,19,2,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,2,1,1,1,0,0
Of course there is large scale voter fraud happening on and before election day,-0.25,0,0,0,0,0,0,0,0,0,1,1,66,14,1,4.714285714285714,14,1,0,0.21428571428571427,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
St Pete Beachs experiences are a fair example of what could happen if Amendment 4 passes,0.5,0,0,0,0,0,0,0,0,0,0,2,73,16,1,4.5625,16,4,0,0.7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Paul Ryan is one of only six House Republicans who voted for Teddy Kennedys bill to force Christian employers to hire LGBT employees,0.0,0,0,0,0,0,0,0,0,0,0,1,110,23,1,4.782608695652174,21,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Forty percent of gross domestic product is state local or federal money,0.75,0,0,0,0,0,0,0,0,0,2,1,60,12,1,5.0,12,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
During his first year President Obama said he was going to visit Kim Jongll and Ahmadinejad and Assad and Chavez the worst actors in the world,0.25,1,0,0,0,0,0,0,0,0,1,1,117,26,1,4.5,21,8,0,-0.375,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says Republican state leaders are using Sovietstyle budget management,-0.25,1,0,0,0,0,0,2,0,0,0,1,61,9,1,6.777777777777778,9,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The vast majority of the money I got was from small donors all across the country	campaignfinance	barackobama	President	Illinois	democrat	70	71	160	163	9	an interview with CNBCs John Harwood 
5802json	true	The Democratcontrolled Senate it hasnt passed a budget in more than 1000 days	deficitfederalbudgetjobaccomplishments	johnboehner	Speaker of the House of Representatives	Ohio	republican	13	22	11	4	2	a video address
6153json	halftrue	The median income in America has dropped by 10 percent in the last four years	economyincomejobs	mittromney	Former governor	Massachusetts	republican	34	32	58	33	19	a speech
6515json	barelytrue	Says US Senate hopeful Tammy Baldwin voted for a 1 trillion stimulus bill that included a wasteful 800000 to replace light bulbs	energyfederalbudgetstimulus	crossroadsgps	Conservative advocacy group		republican	9	1	4	1	2	a television ad
385json	true	Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war	iraq	barackobama	President	Illinois	democrat	70	71	160	163	9	a speech in Westerville Ohio
10932json	barelytrue	Thanks to the Act 10 collective bargaining law that took effect four years ago ACT scores in Wisconsin are now secondbest in the country for states where more than half the kids take the exam	educationgovernmentregulationjobaccomplishmentslaborunions	scottwalker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a speech
5076json	mostlytrue	Our income our GDP per capita is almost 50 percent higher than it is for the average European	economy	mittromney	Former governor	Massachusetts	republican	34	32	58	33	19	an editorial board meeting with an Iowa newspaper
12189json	halftrue	Says Rick Scott cut Medicaid so people cant get Obamacare	healthcaremedicaid	rickscottsstarbucksheckler	Activist stayathome mom	Florida	activist	0	0	2	0	0	a confrontation with Rick Scott at Starbucks
945json	halftrue	The stimulus bill includes 8 billion for highspeed rail projects such as a magnetic levitation line from Las Vegas to Disneyland",0.0,28,0,0,0,0,0,1,1,3,20,19,1831,309,1,5.5372168284789645,133,70,0,0.12395833333333331,0,0,0,0,0,0,0,11,0,10,0,10,11,0,11,0,11,11,6,0,13,10,0,0,13,13,11,11,10,0,10,10,0,6,10,2,11,16,0,1,0,10,0,0,0,10,10,6,0,11,10,0,11,2,11,0,0,11,0,10,0,0,2,0,1,0,11,21,10,10,11,0,0
Since Debbie Halvorson has been in politics Illinois has lost hundreds of thousands of jobs,0.5,0,0,0,0,0,0,0,0,0,1,1,77,15,1,5.133333333333334,11,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says Ive authored the first bipartisan tax reform bill in a quartercentury,0.75,1,0,0,0,0,0,0,0,0,0,1,63,12,1,5.25,12,2,0,0.25,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
Many state and federal agencies have such navigators involved in helping folks maneuver through the often complex processes associated with filing benefits claims for example  even buying health insurance,1.0,2,0,0,0,0,0,0,0,0,1,1,175,29,1,6.0344827586206895,30,1,0,0.06666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SaysJosh Mandels campaign is under FBI investigation,0.0,0,0,0,0,0,0,0,0,0,0,0,46,7,1,6.571428571428571,7,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sharron Angle voted to protect sex offenders,0.75,0,0,0,0,0,0,0,0,0,0,1,38,7,1,5.428571428571429,7,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Says the majority of candidates in Texas 25th Congressional District live outside the district,0.25,0,0,0,0,0,0,0,0,0,0,1,81,14,1,5.785714285714286,12,4,0,0.06818181818181818,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I have tremendous support from women,0.0,0,0,0,0,0,0,0,0,0,0,1,31,6,1,5.166666666666667,6,1,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Says theres not much evidence to suggest that people have contributed to global warming or can do very much to change anything,0.0,0,0,0,0,0,0,0,1,0,0,1,105,22,1,4.7727272727272725,17,1,0,0.05333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Floridas revenue is growing at a faster rate than almost any state in the country,0.25,0,0,0,0,0,0,0,0,0,0,1,67,15,1,4.466666666666667,15,1,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,2,2,0,0,0,1,0,0,0,1,1,1,0,2,1,0,1,1,1,0,0,2,0,1,0,0,1,0,0,0,2,2,1,1,1,0,0
A poll found that 20 of young adults use smartphones during sex,0.75,0,0,0,1,0,0,0,1,0,0,1,52,12,1,4.333333333333333,12,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama said he would stand with the Muslims should the political winds shift in an ugly direction,0.0,0,0,0,0,0,0,2,0,0,0,1,80,17,1,4.705882352941177,15,2,0,-0.35,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The gap between the very rich and everyone else in America is wider today than at any time since the 1920s,0.75,0,0,0,0,0,0,0,0,0,0,1,86,21,1,4.095238095238095,19,2,0,0.48750000000000004,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
We know that President Obama stole over 500 billion out of Medicare to switch it over to Obamacare,0.25,0,0,0,0,0,0,0,0,1,0,1,81,18,1,4.5,14,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A capandtrade bill would destroy over 50000 jobs in Virginia,0.25,2,0,0,0,0,0,0,0,0,1,1,51,10,1,5.1,10,2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nearly 40000 new jobs have been created in the last year due to the new wells    right here in Ohio,-0.25,0,0,0,0,0,0,0,0,0,1,4,77,20,1,3.85,14,2,0,0.08890692640692639,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Tells President Barack Obama that he also asked former President George W Bush about how he felt about Americans hating him,1.0,0,0,0,0,0,0,0,0,0,0,2,103,21,1,4.904761904761905,15,9,0,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Says I worked with our Mayor and other commissioners to help save the school year when a budget crisis in Salem threatened to cut four weeks of the school year including negotiating with teachers to work for free,0.0,0,0,0,0,0,0,0,0,0,1,1,175,38,1,4.605263157894737,27,4,0,0.1375,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,3,1,1,1,0,0
Sarah Eckhardt refused to take her own pay increases repeatedly,0.5,0,0,0,0,0,0,0,0,0,0,1,54,10,1,5.4,10,2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This is the year Florida becomes a majority minority state,0.0,0,0,0,0,0,0,0,0,0,0,1,49,10,1,4.9,10,2,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0
We work longer hours than any people in the industrialized world including the Japanese,0.25,0,0,0,0,0,0,0,0,0,1,1,74,14,1,5.285714285714286,12,2,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Says Greg Abbott converted over 1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were assisting other senior citizens in applying for mailin ballots,0.0,1,0,0,0,0,0,0,0,1,0,1,230,44,1,5.2272727272727275,27,3,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
Richard Cordrays nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history that a political party has blocked a nomination of someone because they didnt like the construction of the agency,1.0,0,0,0,0,0,0,0,0,0,0,1,194,36,1,5.388888888888889,26,7,0,0.08333333333333333,0,0,0,0,0,0,0,5,0,2,0,2,2,0,2,0,2,2,1,0,2,2,0,0,2,2,2,2,2,0,2,2,0,1,2,0,2,3,0,0,0,2,0,0,0,2,2,1,0,2,2,0,2,0,2,0,0,2,0,2,1,0,0,0,0,0,2,3,2,2,2,0,0
Says President Barack Obamas health care law is expected to destroy 23 million jobs,0.25,0,0,0,0,0,0,0,0,0,0,2,70,14,1,5.0,14,4,0,-0.15000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
John McCain is one of the few senators of either party who oppose this bill to expand education aid for veterans because he thinks its too generous,0.25,0,0,0,0,0,0,2,1,0,0,1,121,27,1,4.481481481481482,25,3,0,-0.2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Chris Christie has led New Jersey to a recordbreaking 9 credit downgrades,0.75,1,0,0,0,0,0,0,0,0,0,1,62,12,1,5.166666666666667,12,4,0,0.13636363636363635,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
In Texas sexting is a felony sex offense for teenagers that can mean up to 10 years in prison,0.5,0,0,0,0,0,0,0,0,0,1,1,75,19,1,3.9473684210526314,19,2,0,-0.3125,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,2,0,0,0,1,0,0,0,1,2,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,3,1,1,1,0,0
I fought 38 Studios from the beginning,0.25,0,0,0,0,0,0,0,0,0,0,1,32,7,1,4.571428571428571,7,2,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Says Wisconsin Gov Scott Walker turned a 1 billion surplus into a 22 billion budget deficit,0.25,0,0,0,0,0,0,0,0,2,0,3,76,16,1,4.75,12,5,0,0.0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,2,2,0,0,2,2,0,0,2,2,2,2,2,0,2,2,0,0,2,0,2,2,0,0,0,2,0,0,0,2,2,0,0,2,2,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0
In Muslim countries under the Sharia there is a death penalty for blaspheming Mohammad,0.5,0,0,0,0,0,0,0,0,0,2,1,73,14,1,5.214285714285714,14,4,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,1,1,1,0,0
After Reagan took office we didnt raise taxes and we didnt cut entitlements What we did was we cut taxes,0.25,0,0,0,0,0,0,2,0,0,1,2,85,20,1,4.25,10,3,0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
No one was taken into custody for feeding the homeless,0.75,0,0,0,0,0,0,0,0,0,0,1,45,10,1,4.5,10,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Newt Gingrich cosponsored a bill with Nancy Pelosi that would have given 60 million a year to a UN program supporting Chinas brutal onechild policy,-0.25,2,0,0,0,0,0,0,0,1,0,3,123,25,1,4.92,22,7,0,-0.3125,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,3,0,0,3,3,0,0,3,3,3,3,3,0,3,3,0,0,3,0,3,3,0,0,0,3,0,0,0,3,3,0,0,3,3,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,3,3,3,3,3,0,0
An extra 8 million Americans are projected to join state Medicaid programs in the next few years,0.5,0,0,0,0,0,0,0,0,0,0,1,80,17,1,4.705882352941177,17,3,0,-0.06666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Martin Luther King was a Republican,0.0,0,0,0,0,0,0,0,0,0,0,1,30,6,1,5.0,6,4,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
EPA officials have commended Koch Industries for our commitment to a cleaner environment and called us a model for other companies,0.25,0,0,0,0,0,0,0,1,0,0,1,110,21,1,5.238095238095238,17,5,0,-0.125,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,2,2,0,0,2,2,0,0,2,2,2,2,2,0,2,2,0,0,3,0,2,2,0,0,0,2,0,0,0,2,2,0,0,2,2,0,2,0,3,1,1,2,0,2,0,0,0,0,0,0,2,4,2,2,2,0,0
Ohio has created 45000 new manufacturing jobs since 2010 And thats due in large part to the fact that the auto rescue has helped Ohio,0.5,0,0,0,0,0,0,0,0,0,1,2,109,25,1,4.36,19,3,0,0.07521645021645021,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
